ID рейса;ID автомобиля;ID водителя;Дата начала рейса;Дата окончания рейса;Расстояние; Стоимость  
849;2696;2169;31.03.2023;06.07.2023;1588; 6 327 р. 
850;2166;2363;29.08.2022;26.10.2022;503; 6 348 р. 
851;2802;1030;10.08.2023;01.11.2023;1413; 2 019 р. 
852;704;1444;06.12.2022;28.12.2022;2322; 6 641 р. 
853;2289;1083;24.06.2023;24.08.2023;1775; 4 678 р. 
854;2076;2395;16.05.2023;20.08.2023;51; 1 098 р. 
855;803;1456;26.06.2023;27.07.2023;1375; 1 803 р. 
856;2354;15;06.07.2023;11.10.2023;1691; 8 224 р. 
857;1458;388;27.01.2023;27.04.2023;21; 4 735 р. 
858;92;2063;12.03.2023;15.06.2023;2017; 3 230 р. 
859;2956;2787;08.07.2023;28.09.2023;913; 3 015 р. 
860;1836;1242;13.10.2022;22.12.2022;1992; 1 499 р. 
861;1727;503;14.03.2023;07.05.2023;1368; 3 967 р. 
862;2144;358;20.01.2023;13.02.2023;290; 4 753 р. 
863;917;1566;26.04.2023;03.08.2023;2680; 1 517 р. 
864;2806;2201;04.02.2023;21.03.2023;2779; 3 391 р. 
865;370;2540;01.08.2023;15.10.2023;1581; 6 823 р. 
866;2948;2996;12.05.2023;28.05.2023;878; 6 005 р. 
867;632;2065;07.04.2023;20.04.2023;1140; 2 546 р. 
868;1102;2280;04.09.2022;04.11.2022;204; 7 109 р. 
869;1244;836;24.05.2023;17.08.2023;854; 5 438 р. 
870;206;635;28.11.2022;13.12.2022;1015; 6 078 р. 
871;1377;2487;21.05.2023;20.07.2023;2157; 4 575 р. 
872;2033;377;29.08.2022;11.09.2022;1692; 4 135 р. 
873;1845;1825;22.04.2023;14.06.2023;36; 7 421 р. 
874;68;177;05.08.2023;24.08.2023;2901; 9 901 р. 
875;1657;1598;08.10.2022;17.12.2022;100; 7 568 р. 
876;2856;267;22.05.2023;05.08.2023;1019; 9 281 р. 
877;385;231;03.03.2023;16.04.2023;1339; 1 213 р. 
878;1332;2087;04.03.2023;06.04.2023;1364; 4 072 р. 
879;2612;361;23.04.2023;17.05.2023;805; 4 648 р. 
880;2691;2529;28.04.2023;15.07.2023;919; 2 248 р. 
881;545;2866;19.01.2023;07.04.2023;402; 9 156 р. 
882;1688;2638;23.10.2022;08.01.2023;773; 4 330 р. 
883;401;2977;05.04.2023;24.04.2023;2667; 970 р. 
884;2165;1057;20.03.2023;24.05.2023;1609; 2 507 р. 
885;1199;31;30.05.2023;23.06.2023;615; 3 735 р. 
886;1472;2954;21.10.2022;11.12.2022;1846; 8 442 р. 
887;815;434;02.09.2022;14.09.2022;2261; 3 818 р. 
888;452;1625;28.10.2022;22.11.2022;2758; 7 861 р. 
889;1247;2365;05.09.2022;29.09.2022;1948; 6 946 р. 
890;2683;2324;06.11.2022;16.12.2022;1861; 7 714 р. 
891;1868;670;12.12.2022;20.01.2023;1795; 6 813 р. 
892;1827;905;14.09.2022;20.10.2022;294; 620 р. 
893;797;1985;30.12.2022;11.03.2023;1879; 1 888 р. 
894;548;1100;04.07.2023;16.09.2023;1539; 9 550 р. 
895;1978;1183;19.02.2023;13.04.2023;2770; 3 330 р. 
896;150;429;26.09.2022;02.11.2022;1260; 9 357 р. 
897;158;2972;01.01.2023;29.03.2023;2296; 3 870 р. 
898;2388;2203;11.11.2022;03.12.2022;2257; 6 494 р. 
899;2627;955;27.02.2023;09.04.2023;1269; 8 916 р. 
900;315;970;20.12.2022;13.02.2023;2859; 3 368 р. 
901;507;1850;14.02.2023;06.04.2023;44; 2 401 р. 
902;1570;437;16.11.2022;20.12.2022;1977; 5 731 р. 
903;1575;1070;19.07.2023;03.10.2023;1764; 5 632 р. 
904;1979;1735;22.11.2022;10.02.2023;2080; 1 386 р. 
905;1747;496;15.07.2023;17.08.2023;2462; 548 р. 
906;1275;2121;27.11.2022;23.01.2023;67; 9 793 р. 
907;2392;1747;29.04.2023;08.07.2023;1454; 6 949 р. 
908;2259;1680;24.05.2023;14.06.2023;223; 4 388 р. 
909;2748;671;14.10.2022;20.12.2022;1725; 9 742 р. 
910;1837;649;20.07.2023;09.09.2023;1240; 884 р. 
911;842;2390;03.02.2023;22.03.2023;280; 2 797 р. 
912;1033;1004;03.02.2023;01.04.2023;2758; 8 572 р. 
913;864;1269;03.05.2023;12.07.2023;2391; 3 406 р. 
914;178;2713;10.08.2023;17.09.2023;2645; 4 949 р. 
915;1544;1807;26.10.2022;17.01.2023;2514; 772 р. 
916;2222;76;13.10.2022;14.01.2023;676; 9 326 р. 
917;390;1991;09.05.2023;02.08.2023;2828; 4 594 р. 
918;2274;2815;04.04.2023;13.06.2023;1463; 453 р. 
919;1774;1550;28.06.2023;21.08.2023;2712; 2 904 р. 
920;706;2452;26.10.2022;31.12.2022;1932; 3 803 р. 
921;2291;311;22.04.2023;04.05.2023;473; 4 368 р. 
922;1997;903;17.06.2023;27.06.2023;1684; 8 361 р. 
923;2536;2632;29.06.2023;23.09.2023;2672; 706 р. 
924;2641;263;21.05.2023;23.08.2023;1593; 5 176 р. 
925;1846;2352;06.11.2022;04.12.2022;1740; 1 722 р. 
926;2307;348;14.11.2022;02.01.2023;1665; 1 957 р. 
927;1365;1923;11.02.2023;21.03.2023;1946; 2 112 р. 
928;1412;1457;05.02.2023;20.03.2023;2737; 5 040 р. 
929;2713;2474;08.02.2023;18.03.2023;935; 4 190 р. 
930;119;1222;13.12.2022;25.02.2023;926; 2 821 р. 
931;2105;1606;21.12.2022;11.02.2023;2305; 9 926 р. 
932;334;6;08.06.2023;21.08.2023;1555; 6 821 р. 
933;615;2246;06.10.2022;04.01.2023;298; 3 085 р. 
934;2944;674;23.04.2023;15.07.2023;1240; 2 160 р. 
935;834;1915;19.08.2022;15.11.2022;2292; 4 327 р. 
936;2711;1141;18.11.2022;12.02.2023;2260; 7 454 р. 
937;687;50;24.05.2023;14.07.2023;1196; 6 792 р. 
938;363;443;03.03.2023;24.03.2023;1434; 3 320 р. 
939;2614;1949;12.04.2023;10.06.2023;1688; 9 418 р. 
940;2354;2908;24.04.2023;23.07.2023;2795; 8 003 р. 
941;967;2926;23.07.2023;19.08.2023;2472; 3 052 р. 
942;1610;90;14.09.2022;25.11.2022;797; 661 р. 
943;2905;689;02.02.2023;05.03.2023;1825; 4 561 р. 
944;2128;1472;30.12.2022;29.03.2023;593; 1 269 р. 
945;2523;808;30.06.2023;23.08.2023;439; 5 223 р. 
946;634;1188;19.10.2022;03.11.2022;91; 1 277 р. 
947;624;2337;25.10.2022;12.12.2022;1165; 9 333 р. 
948;2076;902;30.12.2022;30.03.2023;941; 7 316 р. 
949;2931;2229;04.05.2023;06.08.2023;2106; 7 316 р. 
950;2536;1707;23.04.2023;14.07.2023;801; 6 565 р. 
951;270;2038;21.11.2022;06.02.2023;2980; 2 997 р. 
952;568;694;07.05.2023;15.07.2023;2631; 8 017 р. 
953;1951;1309;28.03.2023;30.06.2023;1281; 5 229 р. 
954;511;2742;26.06.2023;27.09.2023;387; 6 930 р. 
955;1834;444;12.05.2023;19.07.2023;1367; 1 016 р. 
956;1373;874;25.05.2023;10.06.2023;1686; 6 353 р. 
957;1217;621;22.04.2023;09.06.2023;2670; 837 р. 
958;2609;1619;31.07.2023;07.11.2023;1751; 6 805 р. 
959;2310;2544;29.11.2022;11.02.2023;2511; 4 078 р. 
960;635;2559;08.10.2022;06.12.2022;1697; 5 615 р. 
961;426;1454;10.07.2023;08.09.2023;711; 5 506 р. 
962;1005;2916;28.05.2023;25.08.2023;955; 601 р. 
963;1828;2335;14.12.2022;04.03.2023;1553; 4 230 р. 
964;2564;112;11.08.2023;12.11.2023;164; 1 363 р. 
965;1397;1840;14.02.2023;27.03.2023;2827; 7 028 р. 
966;1313;334;14.06.2023;02.08.2023;1360; 3 327 р. 
967;1982;54;16.11.2022;31.01.2023;96; 4 162 р. 
968;1946;1651;17.03.2023;12.04.2023;663; 2 995 р. 
969;2053;1318;21.08.2022;31.10.2022;658; 5 607 р. 
970;1336;758;23.05.2023;07.06.2023;4; 2 801 р. 
971;1394;2533;23.05.2023;30.06.2023;685; 8 778 р. 
972;2257;726;21.06.2023;29.09.2023;2197; 1 953 р. 
973;2866;965;11.09.2022;11.12.2022;1462; 5 947 р. 
974;2687;2842;12.10.2022;09.01.2023;707; 3 518 р. 
975;1131;1194;19.09.2022;22.10.2022;524; 9 609 р. 
976;397;2769;19.04.2023;02.05.2023;838; 8 086 р. 
977;1900;170;02.05.2023;13.05.2023;595; 2 104 р. 
978;1249;1534;24.09.2022;14.10.2022;2878; 8 997 р. 
979;446;1710;01.06.2023;12.06.2023;2310; 495 р. 
980;593;1143;14.11.2022;16.02.2023;511; 9 730 р. 
981;2058;1727;08.01.2023;15.03.2023;2061; 4 508 р. 
982;619;143;18.12.2022;19.01.2023;1222; 2 900 р. 
983;769;2102;14.01.2023;16.02.2023;2433; 7 179 р. 
984;2469;464;01.01.2023;18.02.2023;19; 9 441 р. 
985;1355;552;04.06.2023;22.06.2023;2739; 6 604 р. 
986;409;723;26.06.2023;24.07.2023;231; 3 982 р. 
987;2297;1976;02.11.2022;28.11.2022;2017; 496 р. 
988;1556;217;08.04.2023;24.04.2023;2656; 282 р. 
989;2016;49;18.02.2023;15.05.2023;2239; 5 991 р. 
990;2929;2359;20.12.2022;16.02.2023;1196; 8 706 р. 
991;535;989;31.01.2023;05.04.2023;2531; 2 890 р. 
992;2095;2170;07.01.2023;12.03.2023;1670; 1 516 р. 
993;2895;2774;01.05.2023;23.05.2023;2568; 3 795 р. 
994;2530;1105;20.02.2023;05.05.2023;2549; 9 327 р. 
995;293;1212;17.01.2023;15.02.2023;1544; 4 696 р. 
996;2458;2987;14.07.2023;05.09.2023;2955; 9 369 р. 
997;2197;862;02.06.2023;28.06.2023;1873; 6 290 р. 
998;401;762;27.09.2022;05.11.2022;1744; 1 888 р. 
999;2092;2549;23.04.2023;27.07.2023;738; 7 533 р. 
1000;1222;865;02.07.2023;21.08.2023;1010; 4 488 р. 
1001;2316;1859;21.11.2022;28.02.2023;1878; 8 720 р. 
1002;2341;2092;23.06.2023;01.09.2023;2525; 4 387 р. 
1003;2050;2700;20.11.2022;27.01.2023;2231; 3 777 р. 
1004;491;1707;02.02.2023;20.04.2023;2883; 3 050 р. 
1005;538;752;15.01.2023;16.03.2023;687; 7 978 р. 
1006;1111;2838;03.12.2022;23.01.2023;2567; 2 850 р. 
1007;845;2357;20.10.2022;16.11.2022;2486; 3 609 р. 
1008;575;2388;18.01.2023;21.02.2023;2051; 448 р. 
1009;2937;2754;29.03.2023;06.07.2023;2068; 6 914 р. 
1010;2838;2122;20.05.2023;22.08.2023;2673; 2 813 р. 
1011;1816;1914;11.04.2023;07.07.2023;1541; 1 182 р. 
1012;1931;2674;13.01.2023;18.02.2023;2318; 5 341 р. 
1013;523;1322;20.08.2022;01.10.2022;1312; 4 803 р. 
1014;1048;343;16.09.2022;07.10.2022;1799; 7 797 р. 
1015;485;1640;01.06.2023;01.07.2023;1569; 313 р. 
1016;2673;646;03.12.2022;08.02.2023;2614; 5 918 р. 
1017;1732;257;14.03.2023;18.05.2023;1279; 1 174 р. 
1018;1536;2043;08.06.2023;26.08.2023;2668; 8 953 р. 
1019;1187;338;29.09.2022;20.11.2022;776; 4 579 р. 
1020;256;2720;30.06.2023;04.09.2023;2125; 2 801 р. 
1021;2285;960;16.07.2023;23.10.2023;771; 2 928 р. 
1022;1331;2346;17.04.2023;08.07.2023;961; 9 158 р. 
1023;1283;1551;18.11.2022;02.12.2022;1835; 762 р. 
1024;2985;2482;10.11.2022;02.12.2022;1896; 3 932 р. 
1025;290;2381;03.07.2023;25.07.2023;568; 5 399 р. 
1026;1390;751;25.06.2023;14.08.2023;1159; 5 138 р. 
1027;1664;1917;06.01.2023;01.04.2023;974; 9 368 р. 
1028;31;2955;09.04.2023;26.05.2023;776; 7 050 р. 
1029;2284;1456;08.08.2023;29.08.2023;592; 6 380 р. 
1030;1467;2977;02.05.2023;26.05.2023;1513; 3 209 р. 
1031;1868;416;24.02.2023;16.05.2023;1708; 4 089 р. 
1032;2928;295;04.10.2022;18.11.2022;1132; 2 135 р. 
1033;1537;2244;21.11.2022;06.01.2023;1137; 761 р. 
1034;1895;1021;10.03.2023;22.05.2023;1531; 3 568 р. 
1035;2056;2913;11.11.2022;29.11.2022;2328; 975 р. 
1036;2206;288;13.11.2022;16.01.2023;127; 4 443 р. 
1037;731;119;10.06.2023;06.09.2023;2371; 5 606 р. 
1038;2859;1199;30.04.2023;05.07.2023;864; 2 682 р. 
1039;2123;45;09.06.2023;25.07.2023;887; 7 274 р. 
1040;167;2377;20.02.2023;31.03.2023;2137; 5 922 р. 
1041;910;1945;22.09.2022;28.10.2022;2459; 7 809 р. 
1042;1010;2408;09.03.2023;16.05.2023;2412; 649 р. 
1043;2603;1317;24.12.2022;26.03.2023;789; 5 489 р. 
1044;1353;1244;27.09.2022;10.11.2022;1367; 1 773 р. 
1045;1622;1812;06.12.2022;05.03.2023;2010; 3 139 р. 
1046;1042;1867;28.04.2023;21.05.2023;1394; 4 363 р. 
1047;2474;2031;31.10.2022;02.01.2023;325; 5 302 р. 
1048;301;797;01.11.2022;16.11.2022;198; 5 207 р. 
1049;2375;140;02.08.2023;25.08.2023;1599; 1 996 р. 
1050;2801;2793;01.06.2023;27.06.2023;267; 622 р. 
1051;21;559;29.10.2022;24.11.2022;1113; 6 176 р. 
1052;2412;1035;13.11.2022;02.02.2023;1730; 4 636 р. 
1053;1399;1906;11.10.2022;27.12.2022;139; 8 194 р. 
1054;2084;2438;26.09.2022;17.12.2022;952; 1 350 р. 
1055;2482;107;28.10.2022;05.01.2023;2724; 9 319 р. 
1056;285;2724;27.11.2022;14.12.2022;943; 6 187 р. 
1057;973;2384;15.09.2022;25.09.2022;1232; 6 235 р. 
1058;328;2652;28.01.2023;11.02.2023;746; 1 163 р. 
1059;521;481;05.11.2022;20.12.2022;2945; 8 791 р. 
1060;701;2866;24.10.2022;08.01.2023;2786; 2 356 р. 
1061;2431;741;18.08.2022;10.10.2022;2723; 4 593 р. 
1062;223;983;10.08.2023;03.11.2023;1906; 2 936 р. 
1063;2623;2193;21.12.2022;29.01.2023;535; 7 345 р. 
1064;2307;1808;13.12.2022;05.02.2023;2131; 3 521 р. 
1065;373;1163;06.01.2023;25.01.2023;2381; 211 р. 
1066;1147;961;04.01.2023;26.03.2023;2776; 5 658 р. 
1067;1099;2229;19.08.2022;13.10.2022;923; 2 467 р. 
1068;2495;991;05.03.2023;07.04.2023;1381; 3 700 р. 
1069;2700;1550;07.07.2023;03.10.2023;1614; 8 857 р. 
1070;1851;2260;20.10.2022;01.11.2022;2865; 1 783 р. 
1071;1632;1551;24.09.2022;27.10.2022;574; 704 р. 
1072;609;2634;27.12.2022;23.02.2023;2378; 9 877 р. 
1073;1719;2433;21.02.2023;22.05.2023;2837; 6 209 р. 
1074;2094;2304;18.09.2022;25.10.2022;1160; 8 344 р. 
1075;1615;2062;11.06.2023;16.07.2023;1797; 2 349 р. 
1076;1125;2363;14.11.2022;05.01.2023;493; 5 912 р. 
1077;1658;1368;30.09.2022;26.10.2022;1345; 1 198 р. 
1078;2487;2577;21.11.2022;27.01.2023;1398; 7 683 р. 
1079;463;2845;18.04.2023;05.05.2023;1354; 8 678 р. 
1080;111;994;17.03.2023;31.03.2023;1000; 2 212 р. 
1081;2625;2242;28.09.2022;07.12.2022;601; 5 261 р. 
1082;179;1319;23.11.2022;21.01.2023;1534; 7 357 р. 
1083;2970;708;05.11.2022;26.01.2023;1898; 7 695 р. 
1084;1034;2798;07.12.2022;20.12.2022;2999; 6 377 р. 
1085;349;2926;02.04.2023;23.04.2023;2609; 2 089 р. 
1086;225;1815;07.12.2022;12.03.2023;1470; 6 794 р. 
1087;887;2002;19.02.2023;11.04.2023;1455; 5 767 р. 
1088;1585;1782;30.11.2022;04.02.2023;581; 8 194 р. 
1089;779;1855;11.11.2022;18.02.2023;2116; 7 331 р. 
1090;2031;2966;16.04.2023;20.05.2023;2725; 5 057 р. 
1091;250;2588;08.11.2022;10.12.2022;39; 1 456 р. 
1092;1878;257;08.10.2022;20.12.2022;1416; 6 261 р. 
1093;2033;1189;21.07.2023;20.08.2023;2931; 2 825 р. 
1094;1983;1771;12.04.2023;12.06.2023;441; 2 390 р. 
1095;1328;300;07.02.2023;27.03.2023;2170; 6 529 р. 
1096;2821;2666;24.05.2023;09.06.2023;2598; 5 138 р. 
1097;1702;401;11.09.2022;20.12.2022;1044; 3 523 р. 
1098;863;779;17.03.2023;14.06.2023;2632; 6 442 р. 
1099;2930;466;27.04.2023;18.06.2023;1041; 7 802 р. 
1100;330;1475;02.09.2022;14.10.2022;1374; 9 787 р. 
1101;1124;2851;07.11.2022;29.11.2022;1321; 2 734 р. 
1102;2361;1924;10.05.2023;26.06.2023;2192; 1 572 р. 
1103;2226;1720;21.02.2023;17.03.2023;1781; 5 059 р. 
1104;560;648;14.01.2023;27.02.2023;744; 6 096 р. 
1105;566;64;15.05.2023;11.08.2023;13; 3 103 р. 
1106;300;1571;01.04.2023;22.04.2023;1515; 8 400 р. 
1107;1203;2809;29.09.2022;31.10.2022;12; 1 030 р. 
1108;498;2967;02.10.2022;19.12.2022;666; 1 111 р. 
1109;2758;1887;05.02.2023;14.05.2023;2549; 324 р. 
1110;1496;2682;20.06.2023;06.07.2023;751; 6 049 р. 
1111;294;2353;22.04.2023;12.07.2023;2212; 4 639 р. 
1112;2936;929;01.02.2023;27.04.2023;618; 9 537 р. 
1113;2002;1586;09.01.2023;16.04.2023;772; 8 849 р. 
1114;293;2231;06.09.2022;12.11.2022;2024; 4 630 р. 
1115;749;2451;07.03.2023;30.03.2023;586; 516 р. 
1116;2377;373;01.03.2023;06.06.2023;1099; 568 р. 
1117;510;2908;10.11.2022;07.01.2023;1719; 9 933 р. 
1118;2075;1513;29.05.2023;09.08.2023;1630; 2 406 р. 
1119;1710;2846;24.12.2022;16.02.2023;2991; 8 244 р. 
1120;155;882;29.06.2023;19.08.2023;2278; 2 419 р. 
1121;1176;1329;04.12.2022;17.12.2022;404; 8 654 р. 
1122;836;2192;30.09.2022;19.11.2022;1666; 4 467 р. 
1123;1465;1288;18.05.2023;03.07.2023;1744; 7 878 р. 
1124;577;2957;01.12.2022;05.01.2023;717; 2 236 р. 
1125;1969;2257;11.12.2022;07.03.2023;681; 8 426 р. 
1126;2552;2981;08.03.2023;12.06.2023;2103; 1 565 р. 
1127;1429;1362;14.02.2023;02.03.2023;2758; 9 180 р. 
1128;1983;674;15.02.2023;27.03.2023;2859; 7 886 р. 
1129;2500;1566;26.02.2023;09.04.2023;729; 3 643 р. 
1130;631;2413;16.08.2022;14.09.2022;1384; 6 286 р. 
1131;2478;464;15.11.2022;21.02.2023;199; 2 224 р. 
1132;465;1142;04.10.2022;30.10.2022;2208; 5 341 р. 
1133;2897;2829;21.12.2022;14.01.2023;149; 7 572 р. 
1134;160;733;17.09.2022;22.11.2022;1489; 1 783 р. 
1135;1113;987;12.01.2023;16.02.2023;2845; 4 924 р. 
1136;845;2402;16.06.2023;25.08.2023;2187; 3 605 р. 
1137;2106;2522;03.10.2022;02.12.2022;547; 4 319 р. 
1138;1316;2007;21.12.2022;10.01.2023;848; 9 694 р. 
1139;991;881;06.06.2023;11.08.2023;1619; 5 335 р. 
1140;2649;1985;17.04.2023;29.06.2023;943; 8 622 р. 
1141;23;2505;26.03.2023;05.05.2023;2297; 459 р. 
1142;778;2516;22.02.2023;29.04.2023;232; 2 898 р. 
1143;1889;1985;22.02.2023;20.05.2023;907; 5 217 р. 
1144;855;2389;31.03.2023;18.06.2023;1943; 1 064 р. 
1145;435;1982;25.09.2022;17.12.2022;230; 5 433 р. 
1146;210;1880;26.02.2023;16.05.2023;932; 6 270 р. 
1147;936;2620;08.08.2023;07.11.2023;456; 2 256 р. 
1148;1796;547;22.03.2023;14.05.2023;2530; 2 212 р. 
1149;1677;1589;18.02.2023;05.04.2023;2656; 6 157 р. 
1150;475;2575;19.11.2022;14.12.2022;2700; 9 711 р. 
1151;755;1537;13.08.2023;07.10.2023;1839; 1 646 р. 
1152;285;321;11.06.2023;06.08.2023;31; 1 411 р. 
1153;1412;624;13.05.2023;24.07.2023;247; 9 472 р. 
1154;3000;962;11.01.2023;18.02.2023;1444; 5 164 р. 
1155;467;1989;21.06.2023;05.07.2023;2680; 4 186 р. 
1156;1546;79;27.01.2023;15.03.2023;2986; 8 452 р. 
1157;2060;382;12.10.2022;15.01.2023;818; 5 858 р. 
1158;580;1367;19.01.2023;29.01.2023;2642; 5 714 р. 
1159;813;315;07.03.2023;12.06.2023;110; 1 514 р. 
1160;1661;835;18.09.2022;12.11.2022;1677; 9 686 р. 
1161;2236;2823;10.06.2023;21.06.2023;1859; 8 143 р. 
1162;1624;1065;14.09.2022;10.11.2022;420; 7 350 р. 
1163;2590;921;18.02.2023;15.05.2023;1999; 8 565 р. 
1164;1514;1403;27.08.2022;18.11.2022;1884; 8 653 р. 
1165;168;1427;05.06.2023;20.07.2023;1070; 6 605 р. 
1166;2671;423;23.04.2023;19.06.2023;324; 4 060 р. 
1167;112;2565;10.12.2022;31.01.2023;2254; 4 731 р. 
1168;1589;921;04.07.2023;02.09.2023;1104; 173 р. 
1169;136;1100;13.03.2023;09.04.2023;1040; 3 786 р. 
1170;827;2183;01.09.2022;28.09.2022;137; 4 646 р. 
1171;1123;2593;20.10.2022;03.11.2022;2307; 1 647 р. 
1172;215;2264;25.11.2022;06.01.2023;843; 9 469 р. 
1173;1525;2398;26.04.2023;13.06.2023;515; 3 043 р. 
1174;2619;933;18.12.2022;28.12.2022;139; 1 519 р. 
1175;2910;831;12.08.2023;01.10.2023;1247; 1 831 р. 
1176;2181;1514;31.10.2022;02.01.2023;2810; 9 965 р. 
1177;1440;657;26.01.2023;27.04.2023;1474; 6 946 р. 
1178;1436;606;02.04.2023;19.04.2023;815; 6 013 р. 
1179;2348;1859;22.01.2023;16.03.2023;2025; 2 603 р. 
1180;2497;2;10.11.2022;19.01.2023;1688; 6 078 р. 
1181;2168;1239;19.03.2023;09.06.2023;1795; 4 897 р. 
1182;652;1252;21.07.2023;17.10.2023;2016; 6 789 р. 
1183;1574;2465;03.01.2023;20.01.2023;1272; 1 756 р. 
1184;1636;851;24.12.2022;28.03.2023;1755; 4 588 р. 
1185;2109;2582;21.10.2022;24.11.2022;1528; 4 579 р. 
1186;759;1412;23.05.2023;04.08.2023;680; 2 786 р. 
1187;986;2130;26.05.2023;04.08.2023;721; 890 р. 
1188;2479;21;17.02.2023;28.04.2023;98; 7 944 р. 
1189;2612;2205;01.06.2023;10.07.2023;1336; 6 690 р. 
1190;347;658;30.05.2023;19.06.2023;1262; 6 721 р. 
1191;1885;2039;27.11.2022;18.12.2022;2668; 4 603 р. 
1192;452;957;27.12.2022;27.01.2023;2354; 8 946 р. 
1193;2706;764;24.01.2023;16.02.2023;2616; 5 366 р. 
1194;2251;1957;26.06.2023;23.09.2023;2177; 3 067 р. 
1195;1210;2354;02.07.2023;07.08.2023;1812; 8 755 р. 
1196;2870;412;23.11.2022;17.02.2023;2638; 9 327 р. 
1197;1152;1205;17.09.2022;16.11.2022;659; 1 948 р. 
1198;2295;749;12.05.2023;12.08.2023;286; 2 482 р. 
1199;1568;1630;09.07.2023;20.08.2023;2584; 5 601 р. 
1200;482;1084;24.05.2023;06.07.2023;1595; 6 772 р. 
1201;790;2956;03.07.2023;09.08.2023;1364; 7 629 р. 
1202;2934;377;20.04.2023;09.07.2023;1640; 1 697 р. 
1203;1012;606;03.05.2023;14.07.2023;1216; 2 079 р. 
1204;905;1352;21.01.2023;07.02.2023;1069; 6 510 р. 
1205;1790;1718;19.10.2022;24.11.2022;736; 8 807 р. 
1206;799;1392;06.02.2023;01.05.2023;2662; 1 616 р. 
1207;1902;1964;09.05.2023;09.08.2023;1454; 5 440 р. 
1208;221;2351;18.02.2023;04.03.2023;1470; 6 946 р. 
1209;2574;1395;09.05.2023;16.06.2023;2216; 8 753 р. 
1210;190;2476;14.03.2023;23.05.2023;1523; 854 р. 
1211;1572;713;16.04.2023;24.07.2023;242; 1 099 р. 
1212;2341;925;05.12.2022;13.01.2023;2057; 1 885 р. 
1213;1239;1573;13.09.2022;16.11.2022;1108; 9 703 р. 
1214;1690;2711;15.05.2023;08.08.2023;1531; 9 603 р. 
1215;2169;1805;07.07.2023;31.08.2023;184; 1 640 р. 
1216;495;578;20.06.2023;29.08.2023;1668; 797 р. 
1217;2453;2911;07.07.2023;31.08.2023;1554; 7 000 р. 
1218;2527;1605;06.11.2022;03.02.2023;816; 8 840 р. 
1219;65;423;19.08.2022;13.11.2022;1671; 5 147 р. 
1220;2760;542;25.10.2022;29.12.2022;2321; 5 991 р. 
1221;112;690;23.05.2023;14.08.2023;57; 9 137 р. 
1222;2146;2466;04.06.2023;06.07.2023;2393; 9 453 р. 
1223;2199;2118;17.07.2023;19.10.2023;1302; 5 720 р. 
1224;1973;996;20.03.2023;28.06.2023;1920; 3 971 р. 
1225;672;1617;27.02.2023;25.05.2023;1224; 467 р. 
1226;458;2391;07.02.2023;27.04.2023;1645; 9 969 р. 
1227;814;1320;17.03.2023;05.05.2023;1702; 7 813 р. 
1228;1334;1977;18.04.2023;10.05.2023;1470; 1 254 р. 
1229;548;564;01.05.2023;02.06.2023;501; 5 214 р. 
1230;2867;760;06.12.2022;17.12.2022;500; 5 588 р. 
1231;350;1128;07.02.2023;31.03.2023;2252; 5 333 р. 
1232;876;1399;03.02.2023;15.03.2023;668; 4 225 р. 
1233;147;23;12.11.2022;12.12.2022;1241; 3 584 р. 
1234;287;444;13.05.2023;08.08.2023;969; 7 621 р. 
1235;1808;762;25.10.2022;16.01.2023;480; 1 571 р. 
1236;590;2531;26.10.2022;09.12.2022;2829; 7 837 р. 
1237;80;1806;30.04.2023;28.05.2023;561; 5 396 р. 
1238;1636;2104;16.07.2023;21.10.2023;1959; 6 011 р. 
1239;148;2266;13.10.2022;05.01.2023;1893; 1 571 р. 
1240;60;1019;06.10.2022;04.12.2022;807; 9 894 р. 
1241;2729;1731;02.05.2023;13.06.2023;795; 2 217 р. 
1242;145;1068;23.10.2022;13.12.2022;2947; 3 054 р. 
1243;878;2739;23.11.2022;30.01.2023;2526; 619 р. 
1244;2420;1427;11.12.2022;16.02.2023;353; 9 358 р. 
1245;1947;2372;30.12.2022;29.01.2023;2578; 1 307 р. 
1246;1760;1077;02.10.2022;15.11.2022;1787; 4 120 р. 
1247;2700;2945;30.09.2022;30.10.2022;383; 234 р. 
1248;720;2469;02.07.2023;10.09.2023;1528; 9 719 р. 
1249;1702;1040;22.10.2022;23.11.2022;1479; 571 р. 
1250;1843;2333;01.08.2023;11.10.2023;319; 3 649 р. 
1251;2454;1371;14.06.2023;12.07.2023;2110; 7 096 р. 
1252;1167;513;16.07.2023;02.10.2023;2471; 1 222 р. 
1253;2733;1225;09.09.2022;24.11.2022;1626; 5 661 р. 
1254;2882;2863;12.08.2023;29.08.2023;827; 4 023 р. 
1255;999;2081;14.02.2023;14.04.2023;2514; 7 702 р. 
1256;1362;2809;07.04.2023;02.06.2023;556; 1 336 р. 
1257;2904;1736;11.01.2023;05.02.2023;410; 1 316 р. 
1258;514;595;23.10.2022;12.12.2022;2147; 9 011 р. 
1259;1152;2466;17.01.2023;11.03.2023;823; 1 774 р. 
1260;1293;2641;11.04.2023;09.05.2023;291; 1 406 р. 
1261;1795;1602;17.11.2022;04.12.2022;2769; 6 193 р. 
1262;2895;1709;13.05.2023;03.06.2023;1178; 5 637 р. 
1263;2934;325;03.07.2023;02.08.2023;2505; 7 048 р. 
1264;1624;673;19.05.2023;04.08.2023;1126; 9 727 р. 
